,electrical_baseload_households,thermal_energy_demand_households,electrical_baseload_business,thermal_energy_demand_business,electrical_baseload,thermal_energy_demand,pv_gen_PV_1,hp_cop_HP_Ground,hp_cop_HP_Air,price_el,co2_el,cost,co2,grid_generator_kW,natural_gas_generator_kW,district_heating_generator_kW,grid_feed-in_kW,PV_1_pv_generator_kW,electrical_load_kW,thermal_load_kW,battery_storage_kW,DRL_overflow_kW,grid_demand_link_p0_kW,grid_feed-in_link_p0_kW,battery_charge_p0_kW,battery_discharge_p0_kW,HP_Ground_heat_pump_p0_kW,HP_Air_heat_pump_p0_kW,DRL_overflow_link_bat_charge_p0_kW,DRL_overflow_link_bat_discharge_p0_kW,grid_demand_link_p1_kW,grid_feed-in_link_p1_kW,battery_charge_p1_kW,battery_discharge_p1_kW,HP_Ground_heat_pump_p1_kW,HP_Air_heat_pump_p1_kW,DRL_overflow_link_bat_charge_p1_kW,DRL_overflow_link_bat_discharge_p1_kW,battery_storage_kWh,DRL_overflow_kWh
2015-10-11 03:15:00,0.701403650806005,2.2444347212355025,0.71639877495809,0.7232172533831522,1.417802425764095,2.9676519746186547,0.0,2.7466113653999993,2.0654270029999995,8.916669999999998,235.56,228.48583457310505,6036.123708967657,102.49827999605462,-0.0,-0.0,0.0,-0.0,1.417802425764095,2.9676519746186547,-98.0,0.0,102.49827999605462,-0.0,100.0,-0.0,1.080477570290622,-0.0,-0.0,-0.0,-102.49827999605462,0.0,-98.0,0.0,-2.967651974619999,0.0,0.0,0.0,48.99997549999996,1000000.0
2015-10-11 03:30:00,0.770404009952865,2.4035550932633925,0.7251987599101201,0.7744901183618085,1.495602769862985,3.178045211625201,0.0,2.7396868333999995,2.0602582629999997,8.916669999999998,235.56,228.83654029127936,6045.3886295011225,102.6556058668895,-0.0,-0.0,0.0,-0.0,1.495602769862985,3.178045211625201,-98.0,0.0,102.6556058668895,-0.0,100.0,-0.0,1.1600030970255055,-0.0,-0.0,-0.0,-102.6556058668895,0.0,-98.0,0.0,-3.1780452116239997,0.0,0.0,0.0,73.49992650002446,1000000.0
2015-10-11 03:45:00,0.88380460020294,2.562675465291283,0.73559874212615,0.8257629833404647,1.6194033423290901,3.3884384486317476,0.0,2.7327623013999998,2.0550895229999995,8.916669999999998,235.56,229.29068661954275,6057.386237249949,102.8593349847164,-0.0,-0.0,0.0,-0.0,1.6194033423290901,3.3884384486317476,-98.0,0.0,102.8593349847164,-0.0,100.0,-0.0,1.2399316423883977,-0.0,-0.0,-0.0,-102.8593349847164,0.0,-98.0,0.0,-3.3884384486319994,0.0,0.0,0.0,97.99985300009796,1000000.0
2015-10-11 04:00:00,1.045805443417335,2.721795837319173,0.7507987161341999,0.8770358483191211,1.796604159551535,3.598831685638294,0.0,2.7258377694,2.0499207829999992,9.03567,238.0,209.88858042934626,5528.475712612834,92.91555819517369,-0.0,-0.0,0.0,-0.0,1.796604159551535,3.598831685638294,-88.00271400268412,0.0,92.91555819517369,-0.0,89.79868775784091,-0.0,1.3202662777807792,-0.0,-0.0,-0.0,-92.91555819517369,0.0,-88.00271400268409,0.0,-3.59883168564,0.0,0.0,0.0,120.00043350091599,1000000.0
2015-10-11 04:15:00,1.23780644278254,3.0484113377974738,0.7751986744102701,0.9822801501174157,2.01300511719281,4.03069148791489,0.0,2.7261826014,2.0501780229999995,9.03567,238.0,233.77879729262972,6157.745220403786,103.49151630930733,-0.0,-0.0,0.0,-0.0,2.01300511719281,4.03069148791489,-98.0,0.0,103.49151630930733,-0.0,100.0,-0.0,1.4785111921153353,-0.0,-0.0,-0.0,-103.49151630930733,0.0,-98.0,0.0,-4.03069148792,0.0,0.0,0.0,144.5003135004825,1000000.0
2015-10-11 04:30:00,1.435807473377895,3.375026838275774,0.81399860806238,1.0875244519157101,2.249806081440275,4.4625512901914846,0.0,2.7265274334000003,2.050435263,9.03567,238.0,234.67108292245484,6181.248068548791,103.88652216048388,-0.0,-0.0,0.0,-0.0,2.249806081440275,4.4625512901914846,-98.0,0.0,103.88652216048388,-0.0,100.0,-0.0,1.6367160790438724,-0.0,-0.0,-0.0,-103.88652216048388,0.0,-98.0,0.0,-4.462551290200001,0.0,0.0,0.0,169.000169000169,1000000.0
2015-10-11 04:45:00,1.61220839154468,3.701642338754075,0.8699985123025399,1.1927687537140046,2.48220690384722,4.894411092468079,0.0,2.7268722654,2.050692503,9.03567,238.0,235.55333861056928,6204.486727527178,104.27708785759962,-0.0,-0.0,0.0,-0.0,2.48220690384722,4.894411092468079,-98.0,0.0,104.27708785759962,-0.0,100.0,-0.0,1.7948809537516228,-0.0,-0.0,-0.0,-104.27708785759962,0.0,-98.0,0.0,-4.89441109248,0.0,0.0,0.0,193.5,1000000.0
2015-10-11 05:00:00,1.74720909422334,4.028257839232376,0.9503983748187799,1.2980130555122993,2.69760746904212,5.326270894744676,0.0,2.7272170974,2.0509497430000003,9.83297,244.61,11.432335266256386,284.39662985638876,4.65061330046014,-0.0,-0.0,0.0,-0.0,2.69760746904212,5.326270894744676,0.0,0.0,4.65061330046014,-0.0,-0.0,-0.0,1.9530058314161405,-0.0,-0.0,-0.0,-4.65061330046014,0.0,0.0,0.0,-5.32627089476,0.0,0.0,0.0,193.4998065,1000000.0
2015-10-11 05:15:00,1.8432095939059348,4.315093246703705,1.0591981887711,1.3904391410659298,2.9024077826770345,5.705532387769635,0.0,2.7200064534,2.0455741630000004,9.83297,244.61,12.291273974025493,305.7640292593567,5.000025007307251,-0.0,-0.0,0.0,-0.0,2.9024077826770345,5.705532387769635,0.0,0.0,5.000025007307251,-0.0,-0.0,-0.0,2.097617224631251,-0.0,-0.0,-0.0,-5.000025007307251,0.0,0.0,0.0,-5.70553238776,0.0,0.0,0.0,193.4996130001935,1000000.0
2015-10-11 05:30:00,1.906209921822645,4.601928654175033,1.20319794253152,1.48286522661956,3.109407864354165,6.084793880794593,0.0,2.7127958093999998,2.0401985830000005,9.83297,244.61,13.163334561734604,327.4578552711848,5.3547746252595525,-0.0,-0.0,0.0,-0.0,3.109407864354165,6.084793880794593,-0.0023219976779955687,0.0,5.3547746252595525,-0.0,0.002369385385709764,-0.0,2.242997375517842,-0.0,-0.0,-0.0,-5.3547746252595525,0.0,-0.0023219976779955687,0.0,-6.0847938807999995,0.0,0.0,0.0,193.5,1000000.0
2015-10-11 05:45:00,1.946410131064725,4.888764061646361,1.38119763815204,1.5752913121731904,3.3276077692167654,6.464055373819551,0.0,2.7055851653999996,2.0348230030000005,14.640569999999999,244.61,20.92704773484176,349.6424761071218,5.717549995619505,-0.0,-0.0,0.0,-0.0,3.3276077692167654,6.464055373819551,-0.0007739999999785141,0.0,5.717549995619505,-0.0,0.0007897959183454225,-0.0,2.389152430485159,-0.0,-0.0,-0.0,-5.717549995619505,0.0,-0.0007739999999785141,0.0,-6.464055373799999,0.0,0.0,0.0,193.5,1000000.0
